"BestMatchID"	"File_Name"	"BestMatchScore"	"OrigMetaID"	"Cluster"	"CellType"	"fov"	"Slide_celltype_fov"
"T4_b_g1_Tcell_10"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g1_Tcell_10"	"T4_b_g1"	"Tcell"	"T4_b_10"	"T4_b_Tcell_T4_b_10"
"T4_b_g1_Tcell_11"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g1_Tcell_11"	"T4_b_g1"	"Tcell"	"T4_b_11"	"T4_b_Tcell_T4_b_11"
"T4_b_g1_Tcell_12"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g1_Tcell_12"	"T4_b_g1"	"Tcell"	"T4_b_12"	"T4_b_Tcell_T4_b_12"
"T4_b_g1_Tcell_13"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g1_Tcell_13"	"T4_b_g1"	"Tcell"	"T4_b_13"	"T4_b_Tcell_T4_b_13"
"T4_b_g1_Tcell_14"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g1_Tcell_14"	"T4_b_g1"	"Tcell"	"T4_b_14"	"T4_b_Tcell_T4_b_14"
"T4_b_g1_Tcell_15"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g1_Tcell_15"	"T4_b_g1"	"Tcell"	"T4_b_15"	"T4_b_Tcell_T4_b_15"
"T4_b_g1_Tcell_16"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g1_Tcell_16"	"T4_b_g1"	"Tcell"	"T4_b_16"	"T4_b_Tcell_T4_b_16"
"T4_b_g1_Tcell_17"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g1_Tcell_17"	"T4_b_g1"	"Tcell"	"T4_b_17"	"T4_b_Tcell_T4_b_17"
"T4_b_g1_Tcell_18"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g1_Tcell_18"	"T4_b_g1"	"Tcell"	"T4_b_18"	"T4_b_Tcell_T4_b_18"
"T4_b_g2_Macrophage_1"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_1"	"T4_b_g2"	"Macrophage"	"T4_b_1"	"T4_b_Macrophage_T4_b_1"
"T4_b_g2_Macrophage_2"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_2"	"T4_b_g2"	"Macrophage"	"T4_b_2"	"T4_b_Macrophage_T4_b_2"
"T4_b_g2_Macrophage_3"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_3"	"T4_b_g2"	"Macrophage"	"T4_b_3"	"T4_b_Macrophage_T4_b_3"
"T4_b_g2_Macrophage_4"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_4"	"T4_b_g2"	"Macrophage"	"T4_b_4"	"T4_b_Macrophage_T4_b_4"
"T4_b_g2_Macrophage_5"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_5"	"T4_b_g2"	"Macrophage"	"T4_b_5"	"T4_b_Macrophage_T4_b_5"
"T4_b_g2_Macrophage_6"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_6"	"T4_b_g2"	"Macrophage"	"T4_b_6"	"T4_b_Macrophage_T4_b_6"
"T4_b_g2_Macrophage_7"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_7"	"T4_b_g2"	"Macrophage"	"T4_b_7"	"T4_b_Macrophage_T4_b_7"
"T4_b_g2_Macrophage_8"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_8"	"T4_b_g2"	"Macrophage"	"T4_b_8"	"T4_b_Macrophage_T4_b_8"
"T4_b_g2_Macrophage_9"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_9"	"T4_b_g2"	"Macrophage"	"T4_b_9"	"T4_b_Macrophage_T4_b_9"
"T4_b_g2_Macrophage_10"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_10"	"T4_b_g2"	"Macrophage"	"T4_b_10"	"T4_b_Macrophage_T4_b_10"
"T4_b_g2_Macrophage_11"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_11"	"T4_b_g2"	"Macrophage"	"T4_b_11"	"T4_b_Macrophage_T4_b_11"
"T4_b_g2_Macrophage_12"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_12"	"T4_b_g2"	"Macrophage"	"T4_b_12"	"T4_b_Macrophage_T4_b_12"
"T4_b_g2_Macrophage_13"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_13"	"T4_b_g2"	"Macrophage"	"T4_b_13"	"T4_b_Macrophage_T4_b_13"
"T4_b_g2_Macrophage_14"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_14"	"T4_b_g2"	"Macrophage"	"T4_b_14"	"T4_b_Macrophage_T4_b_14"
"T4_b_g2_Macrophage_15"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_15"	"T4_b_g2"	"Macrophage"	"T4_b_15"	"T4_b_Macrophage_T4_b_15"
"T4_b_g2_Macrophage_16"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_16"	"T4_b_g2"	"Macrophage"	"T4_b_16"	"T4_b_Macrophage_T4_b_16"
"T4_b_g2_Macrophage_17"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_17"	"T4_b_g2"	"Macrophage"	"T4_b_17"	"T4_b_Macrophage_T4_b_17"
"T4_b_g2_Macrophage_18"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g2_Macrophage_18"	"T4_b_g2"	"Macrophage"	"T4_b_18"	"T4_b_Macrophage_T4_b_18"
"T4_b_g3_Stroma_1"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_1"	"T4_b_g3"	"Stroma"	"T4_b_1"	"T4_b_Stroma_T4_b_1"
"T4_b_g3_Stroma_2"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_2"	"T4_b_g3"	"Stroma"	"T4_b_2"	"T4_b_Stroma_T4_b_2"
"T4_b_g3_Stroma_3"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_3"	"T4_b_g3"	"Stroma"	"T4_b_3"	"T4_b_Stroma_T4_b_3"
"T4_b_g3_Stroma_4"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_4"	"T4_b_g3"	"Stroma"	"T4_b_4"	"T4_b_Stroma_T4_b_4"
"T4_b_g3_Stroma_5"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_5"	"T4_b_g3"	"Stroma"	"T4_b_5"	"T4_b_Stroma_T4_b_5"
"T4_b_g3_Stroma_6"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_6"	"T4_b_g3"	"Stroma"	"T4_b_6"	"T4_b_Stroma_T4_b_6"
"T4_b_g3_Stroma_7"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_7"	"T4_b_g3"	"Stroma"	"T4_b_7"	"T4_b_Stroma_T4_b_7"
"T4_b_g3_Stroma_8"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_8"	"T4_b_g3"	"Stroma"	"T4_b_8"	"T4_b_Stroma_T4_b_8"
"T4_b_g3_Stroma_9"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_9"	"T4_b_g3"	"Stroma"	"T4_b_9"	"T4_b_Stroma_T4_b_9"
"T4_b_g3_Stroma_10"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_10"	"T4_b_g3"	"Stroma"	"T4_b_10"	"T4_b_Stroma_T4_b_10"
"T4_b_g3_Stroma_11"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_11"	"T4_b_g3"	"Stroma"	"T4_b_11"	"T4_b_Stroma_T4_b_11"
"T4_b_g3_Stroma_12"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_12"	"T4_b_g3"	"Stroma"	"T4_b_12"	"T4_b_Stroma_T4_b_12"
"T4_b_g3_Stroma_13"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_13"	"T4_b_g3"	"Stroma"	"T4_b_13"	"T4_b_Stroma_T4_b_13"
"T4_b_g3_Stroma_14"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_14"	"T4_b_g3"	"Stroma"	"T4_b_14"	"T4_b_Stroma_T4_b_14"
"T4_b_g3_Stroma_15"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_15"	"T4_b_g3"	"Stroma"	"T4_b_15"	"T4_b_Stroma_T4_b_15"
"T4_b_g3_Stroma_16"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_16"	"T4_b_g3"	"Stroma"	"T4_b_16"	"T4_b_Stroma_T4_b_16"
"T4_b_g3_Stroma_17"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_17"	"T4_b_g3"	"Stroma"	"T4_b_17"	"T4_b_Stroma_T4_b_17"
"T4_b_g3_Stroma_18"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g3_Stroma_18"	"T4_b_g3"	"Stroma"	"T4_b_18"	"T4_b_Stroma_T4_b_18"
"T4_b_g4_PDAC-Cancer_1"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_1"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_1"	"T4_b_PDAC-Cancer_T4_b_1"
"T4_b_g4_PDAC-Cancer_2"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_2"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_2"	"T4_b_PDAC-Cancer_T4_b_2"
"T4_b_g4_PDAC-Cancer_3"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_3"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_3"	"T4_b_PDAC-Cancer_T4_b_3"
"T4_b_g4_PDAC-Cancer_4"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_4"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_4"	"T4_b_PDAC-Cancer_T4_b_4"
"T4_b_g4_PDAC-Cancer_5"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_5"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_5"	"T4_b_PDAC-Cancer_T4_b_5"
"T4_b_g4_PDAC-Cancer_6"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_6"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_6"	"T4_b_PDAC-Cancer_T4_b_6"
"T4_b_g4_PDAC-Cancer_7"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_7"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_7"	"T4_b_PDAC-Cancer_T4_b_7"
"T4_b_g4_PDAC-Cancer_8"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_8"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_8"	"T4_b_PDAC-Cancer_T4_b_8"
"T4_b_g4_PDAC-Cancer_9"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_9"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_9"	"T4_b_PDAC-Cancer_T4_b_9"
"T4_b_g4_PDAC-Cancer_10"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_10"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_10"	"T4_b_PDAC-Cancer_T4_b_10"
"T4_b_g4_PDAC-Cancer_11"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_11"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_11"	"T4_b_PDAC-Cancer_T4_b_11"
"T4_b_g4_PDAC-Cancer_12"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_12"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_12"	"T4_b_PDAC-Cancer_T4_b_12"
"T4_b_g4_PDAC-Cancer_13"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_13"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_13"	"T4_b_PDAC-Cancer_T4_b_13"
"T4_b_g4_PDAC-Cancer_14"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_14"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_14"	"T4_b_PDAC-Cancer_T4_b_14"
"T4_b_g4_PDAC-Cancer_15"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_15"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_15"	"T4_b_PDAC-Cancer_T4_b_15"
"T4_b_g4_PDAC-Cancer_16"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_16"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_16"	"T4_b_PDAC-Cancer_T4_b_16"
"T4_b_g4_PDAC-Cancer_17"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_17"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_17"	"T4_b_PDAC-Cancer_T4_b_17"
"T4_b_g4_PDAC-Cancer_18"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g4_PDAC-Cancer_18"	"T4_b_g4"	"PDAC-Cancer"	"T4_b_18"	"T4_b_PDAC-Cancer_T4_b_18"
"T4_b_g5_Bcell_1"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_1"	"T4_b_g5"	"Bcell"	"T4_b_1"	"T4_b_Bcell_T4_b_1"
"T4_b_g5_Bcell_2"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_2"	"T4_b_g5"	"Bcell"	"T4_b_2"	"T4_b_Bcell_T4_b_2"
"T4_b_g5_Bcell_3"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_3"	"T4_b_g5"	"Bcell"	"T4_b_3"	"T4_b_Bcell_T4_b_3"
"T4_b_g5_Bcell_4"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_4"	"T4_b_g5"	"Bcell"	"T4_b_4"	"T4_b_Bcell_T4_b_4"
"T4_b_g5_Bcell_5"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_5"	"T4_b_g5"	"Bcell"	"T4_b_5"	"T4_b_Bcell_T4_b_5"
"T4_b_g5_Bcell_6"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_6"	"T4_b_g5"	"Bcell"	"T4_b_6"	"T4_b_Bcell_T4_b_6"
"T4_b_g5_Bcell_7"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_7"	"T4_b_g5"	"Bcell"	"T4_b_7"	"T4_b_Bcell_T4_b_7"
"T4_b_g5_Bcell_8"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_8"	"T4_b_g5"	"Bcell"	"T4_b_8"	"T4_b_Bcell_T4_b_8"
"T4_b_g5_Bcell_9"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_9"	"T4_b_g5"	"Bcell"	"T4_b_9"	"T4_b_Bcell_T4_b_9"
"T4_b_g5_Bcell_10"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_10"	"T4_b_g5"	"Bcell"	"T4_b_10"	"T4_b_Bcell_T4_b_10"
"T4_b_g5_Bcell_12"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_12"	"T4_b_g5"	"Bcell"	"T4_b_12"	"T4_b_Bcell_T4_b_12"
"T4_b_g5_Bcell_13"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_13"	"T4_b_g5"	"Bcell"	"T4_b_13"	"T4_b_Bcell_T4_b_13"
"T4_b_g5_Bcell_14"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_14"	"T4_b_g5"	"Bcell"	"T4_b_14"	"T4_b_Bcell_T4_b_14"
"T4_b_g5_Bcell_15"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_15"	"T4_b_g5"	"Bcell"	"T4_b_15"	"T4_b_Bcell_T4_b_15"
"T4_b_g5_Bcell_16"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_16"	"T4_b_g5"	"Bcell"	"T4_b_16"	"T4_b_Bcell_T4_b_16"
"T4_b_g5_Bcell_17"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_17"	"T4_b_g5"	"Bcell"	"T4_b_17"	"T4_b_Bcell_T4_b_17"
"T4_b_g5_Bcell_18"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g5_Bcell_18"	"T4_b_g5"	"Bcell"	"T4_b_18"	"T4_b_Bcell_T4_b_18"
"T4_b_g6_Stroma_1"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_1"	"T4_b_g6"	"Stroma"	"T4_b_1"	"T4_b_Stroma_T4_b_1"
"T4_b_g6_Stroma_2"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_2"	"T4_b_g6"	"Stroma"	"T4_b_2"	"T4_b_Stroma_T4_b_2"
"T4_b_g6_Stroma_3"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_3"	"T4_b_g6"	"Stroma"	"T4_b_3"	"T4_b_Stroma_T4_b_3"
"T4_b_g6_Stroma_4"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_4"	"T4_b_g6"	"Stroma"	"T4_b_4"	"T4_b_Stroma_T4_b_4"
"T4_b_g6_Stroma_5"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_5"	"T4_b_g6"	"Stroma"	"T4_b_5"	"T4_b_Stroma_T4_b_5"
"T4_b_g6_Stroma_6"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_6"	"T4_b_g6"	"Stroma"	"T4_b_6"	"T4_b_Stroma_T4_b_6"
"T4_b_g6_Stroma_7"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_7"	"T4_b_g6"	"Stroma"	"T4_b_7"	"T4_b_Stroma_T4_b_7"
"T4_b_g6_Stroma_8"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_8"	"T4_b_g6"	"Stroma"	"T4_b_8"	"T4_b_Stroma_T4_b_8"
"T4_b_g6_Stroma_9"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_9"	"T4_b_g6"	"Stroma"	"T4_b_9"	"T4_b_Stroma_T4_b_9"
"T4_b_g6_Stroma_10"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_10"	"T4_b_g6"	"Stroma"	"T4_b_10"	"T4_b_Stroma_T4_b_10"
"T4_b_g6_Stroma_11"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_11"	"T4_b_g6"	"Stroma"	"T4_b_11"	"T4_b_Stroma_T4_b_11"
"T4_b_g6_Stroma_12"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_12"	"T4_b_g6"	"Stroma"	"T4_b_12"	"T4_b_Stroma_T4_b_12"
"T4_b_g6_Stroma_13"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_13"	"T4_b_g6"	"Stroma"	"T4_b_13"	"T4_b_Stroma_T4_b_13"
"T4_b_g6_Stroma_14"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_14"	"T4_b_g6"	"Stroma"	"T4_b_14"	"T4_b_Stroma_T4_b_14"
"T4_b_g6_Stroma_15"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_15"	"T4_b_g6"	"Stroma"	"T4_b_15"	"T4_b_Stroma_T4_b_15"
"T4_b_g6_Stroma_16"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_16"	"T4_b_g6"	"Stroma"	"T4_b_16"	"T4_b_Stroma_T4_b_16"
"T4_b_g6_Stroma_17"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_17"	"T4_b_g6"	"Stroma"	"T4_b_17"	"T4_b_Stroma_T4_b_17"
"T4_b_g6_Stroma_18"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g6_Stroma_18"	"T4_b_g6"	"Stroma"	"T4_b_18"	"T4_b_Stroma_T4_b_18"
"T4_b_g7_Macrophage_1"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_1"	"T4_b_g7"	"Macrophage"	"T4_b_1"	"T4_b_Macrophage_T4_b_1"
"T4_b_g7_Macrophage_2"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_2"	"T4_b_g7"	"Macrophage"	"T4_b_2"	"T4_b_Macrophage_T4_b_2"
"T4_b_g7_Macrophage_3"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_3"	"T4_b_g7"	"Macrophage"	"T4_b_3"	"T4_b_Macrophage_T4_b_3"
"T4_b_g7_Macrophage_4"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_4"	"T4_b_g7"	"Macrophage"	"T4_b_4"	"T4_b_Macrophage_T4_b_4"
"T4_b_g7_Macrophage_5"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_5"	"T4_b_g7"	"Macrophage"	"T4_b_5"	"T4_b_Macrophage_T4_b_5"
"T4_b_g7_Macrophage_6"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_6"	"T4_b_g7"	"Macrophage"	"T4_b_6"	"T4_b_Macrophage_T4_b_6"
"T4_b_g7_Macrophage_7"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_7"	"T4_b_g7"	"Macrophage"	"T4_b_7"	"T4_b_Macrophage_T4_b_7"
"T4_b_g7_Macrophage_8"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_8"	"T4_b_g7"	"Macrophage"	"T4_b_8"	"T4_b_Macrophage_T4_b_8"
"T4_b_g7_Macrophage_9"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_9"	"T4_b_g7"	"Macrophage"	"T4_b_9"	"T4_b_Macrophage_T4_b_9"
"T4_b_g7_Macrophage_10"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_10"	"T4_b_g7"	"Macrophage"	"T4_b_10"	"T4_b_Macrophage_T4_b_10"
"T4_b_g7_Macrophage_11"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_11"	"T4_b_g7"	"Macrophage"	"T4_b_11"	"T4_b_Macrophage_T4_b_11"
"T4_b_g7_Macrophage_12"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_12"	"T4_b_g7"	"Macrophage"	"T4_b_12"	"T4_b_Macrophage_T4_b_12"
"T4_b_g7_Macrophage_13"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_13"	"T4_b_g7"	"Macrophage"	"T4_b_13"	"T4_b_Macrophage_T4_b_13"
"T4_b_g7_Macrophage_14"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_14"	"T4_b_g7"	"Macrophage"	"T4_b_14"	"T4_b_Macrophage_T4_b_14"
"T4_b_g7_Macrophage_15"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_15"	"T4_b_g7"	"Macrophage"	"T4_b_15"	"T4_b_Macrophage_T4_b_15"
"T4_b_g7_Macrophage_16"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_16"	"T4_b_g7"	"Macrophage"	"T4_b_16"	"T4_b_Macrophage_T4_b_16"
"T4_b_g7_Macrophage_17"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_17"	"T4_b_g7"	"Macrophage"	"T4_b_17"	"T4_b_Macrophage_T4_b_17"
"T4_b_g7_Macrophage_18"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g7_Macrophage_18"	"T4_b_g7"	"Macrophage"	"T4_b_18"	"T4_b_Macrophage_T4_b_18"
"T4_b_g8_Macrophage_1"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g8_Macrophage_1"	"T4_b_g8"	"Macrophage"	"T4_b_1"	"T4_b_Macrophage_T4_b_1"
"T4_b_g8_Macrophage_2"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g8_Macrophage_2"	"T4_b_g8"	"Macrophage"	"T4_b_2"	"T4_b_Macrophage_T4_b_2"
"T4_b_g8_Macrophage_3"	"PDAC_PseudoBulk_Slide_T4_b_metatable.txt"	1	"T4_b_g8_Macrophage_3"	"T4_b_g8"	"Macrophage"	"T4_b_3"	"T4_b_Macrophage_T4_b_3"
