"BestMatchID"	"File_Name"	"BestMatchScore"	"OrigMetaID"	"Cluster"	"CellType"	"fov"	"Slide_celltype_fov"
"T5_a_g8_Mastcells_17"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g8_Mastcells_17"	"T5_a_g8"	"Mastcells"	"T5_a_17"	"T5_a_Mastcells_T5_a_17"
"T5_a_g8_Mastcells_18"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g8_Mastcells_18"	"T5_a_g8"	"Mastcells"	"T5_a_18"	"T5_a_Mastcells_T5_a_18"
"T5_a_g8_Mastcells_19"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g8_Mastcells_19"	"T5_a_g8"	"Mastcells"	"T5_a_19"	"T5_a_Mastcells_T5_a_19"
"T5_a_g8_Mastcells_20"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g8_Mastcells_20"	"T5_a_g8"	"Mastcells"	"T5_a_20"	"T5_a_Mastcells_T5_a_20"
"T5_a_g8_Mastcells_21"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g8_Mastcells_21"	"T5_a_g8"	"Mastcells"	"T5_a_21"	"T5_a_Mastcells_T5_a_21"
"T5_a_g8_Mastcells_22"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g8_Mastcells_22"	"T5_a_g8"	"Mastcells"	"T5_a_22"	"T5_a_Mastcells_T5_a_22"
"T5_a_g8_Mastcells_23"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g8_Mastcells_23"	"T5_a_g8"	"Mastcells"	"T5_a_23"	"T5_a_Mastcells_T5_a_23"
"T5_a_g9_Macrophage_1"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_1"	"T5_a_g9"	"Macrophage"	"T5_a_1"	"T5_a_Macrophage_T5_a_1"
"T5_a_g9_Macrophage_2"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_2"	"T5_a_g9"	"Macrophage"	"T5_a_2"	"T5_a_Macrophage_T5_a_2"
"T5_a_g9_Macrophage_3"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_3"	"T5_a_g9"	"Macrophage"	"T5_a_3"	"T5_a_Macrophage_T5_a_3"
"T5_a_g9_Macrophage_4"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_4"	"T5_a_g9"	"Macrophage"	"T5_a_4"	"T5_a_Macrophage_T5_a_4"
"T5_a_g9_Macrophage_5"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_5"	"T5_a_g9"	"Macrophage"	"T5_a_5"	"T5_a_Macrophage_T5_a_5"
"T5_a_g9_Macrophage_6"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_6"	"T5_a_g9"	"Macrophage"	"T5_a_6"	"T5_a_Macrophage_T5_a_6"
"T5_a_g9_Macrophage_7"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_7"	"T5_a_g9"	"Macrophage"	"T5_a_7"	"T5_a_Macrophage_T5_a_7"
"T5_a_g9_Macrophage_8"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_8"	"T5_a_g9"	"Macrophage"	"T5_a_8"	"T5_a_Macrophage_T5_a_8"
"T5_a_g9_Macrophage_9"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_9"	"T5_a_g9"	"Macrophage"	"T5_a_9"	"T5_a_Macrophage_T5_a_9"
"T5_a_g9_Macrophage_10"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_10"	"T5_a_g9"	"Macrophage"	"T5_a_10"	"T5_a_Macrophage_T5_a_10"
"T5_a_g9_Macrophage_11"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_11"	"T5_a_g9"	"Macrophage"	"T5_a_11"	"T5_a_Macrophage_T5_a_11"
"T5_a_g9_Macrophage_12"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_12"	"T5_a_g9"	"Macrophage"	"T5_a_12"	"T5_a_Macrophage_T5_a_12"
"T5_a_g9_Macrophage_13"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_13"	"T5_a_g9"	"Macrophage"	"T5_a_13"	"T5_a_Macrophage_T5_a_13"
"T5_a_g9_Macrophage_14"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_14"	"T5_a_g9"	"Macrophage"	"T5_a_14"	"T5_a_Macrophage_T5_a_14"
"T5_a_g9_Macrophage_15"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_15"	"T5_a_g9"	"Macrophage"	"T5_a_15"	"T5_a_Macrophage_T5_a_15"
"T5_a_g9_Macrophage_16"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_16"	"T5_a_g9"	"Macrophage"	"T5_a_16"	"T5_a_Macrophage_T5_a_16"
"T5_a_g9_Macrophage_17"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_17"	"T5_a_g9"	"Macrophage"	"T5_a_17"	"T5_a_Macrophage_T5_a_17"
"T5_a_g9_Macrophage_18"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_18"	"T5_a_g9"	"Macrophage"	"T5_a_18"	"T5_a_Macrophage_T5_a_18"
"T5_a_g9_Macrophage_19"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_19"	"T5_a_g9"	"Macrophage"	"T5_a_19"	"T5_a_Macrophage_T5_a_19"
"T5_a_g9_Macrophage_20"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_20"	"T5_a_g9"	"Macrophage"	"T5_a_20"	"T5_a_Macrophage_T5_a_20"
"T5_a_g9_Macrophage_21"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_21"	"T5_a_g9"	"Macrophage"	"T5_a_21"	"T5_a_Macrophage_T5_a_21"
"T5_a_g9_Macrophage_22"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_22"	"T5_a_g9"	"Macrophage"	"T5_a_22"	"T5_a_Macrophage_T5_a_22"
"T5_a_g9_Macrophage_23"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g9_Macrophage_23"	"T5_a_g9"	"Macrophage"	"T5_a_23"	"T5_a_Macrophage_T5_a_23"
"T5_a_g10_PDAC-Cancer_1"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_1"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_1"	"T5_a_PDAC-Cancer_T5_a_1"
"T5_a_g10_PDAC-Cancer_2"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_2"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_2"	"T5_a_PDAC-Cancer_T5_a_2"
"T5_a_g10_PDAC-Cancer_3"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_3"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_3"	"T5_a_PDAC-Cancer_T5_a_3"
"T5_a_g10_PDAC-Cancer_4"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_4"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_4"	"T5_a_PDAC-Cancer_T5_a_4"
"T5_a_g10_PDAC-Cancer_5"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_5"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_5"	"T5_a_PDAC-Cancer_T5_a_5"
"T5_a_g10_PDAC-Cancer_6"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_6"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_6"	"T5_a_PDAC-Cancer_T5_a_6"
"T5_a_g10_PDAC-Cancer_7"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_7"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_7"	"T5_a_PDAC-Cancer_T5_a_7"
"T5_a_g10_PDAC-Cancer_8"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_8"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_8"	"T5_a_PDAC-Cancer_T5_a_8"
"T5_a_g10_PDAC-Cancer_10"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_10"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_10"	"T5_a_PDAC-Cancer_T5_a_10"
"T5_a_g10_PDAC-Cancer_11"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_11"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_11"	"T5_a_PDAC-Cancer_T5_a_11"
"T5_a_g10_PDAC-Cancer_12"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_12"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_12"	"T5_a_PDAC-Cancer_T5_a_12"
"T5_a_g10_PDAC-Cancer_13"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_13"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_13"	"T5_a_PDAC-Cancer_T5_a_13"
"T5_a_g10_PDAC-Cancer_15"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_15"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_15"	"T5_a_PDAC-Cancer_T5_a_15"
"T5_a_g10_PDAC-Cancer_16"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_16"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_16"	"T5_a_PDAC-Cancer_T5_a_16"
"T5_a_g10_PDAC-Cancer_17"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_17"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_17"	"T5_a_PDAC-Cancer_T5_a_17"
"T5_a_g10_PDAC-Cancer_18"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_18"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_18"	"T5_a_PDAC-Cancer_T5_a_18"
"T5_a_g10_PDAC-Cancer_19"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_19"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_19"	"T5_a_PDAC-Cancer_T5_a_19"
"T5_a_g10_PDAC-Cancer_20"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_20"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_20"	"T5_a_PDAC-Cancer_T5_a_20"
"T5_a_g10_PDAC-Cancer_21"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_21"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_21"	"T5_a_PDAC-Cancer_T5_a_21"
"T5_a_g10_PDAC-Cancer_22"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_22"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_22"	"T5_a_PDAC-Cancer_T5_a_22"
"T5_a_g10_PDAC-Cancer_23"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g10_PDAC-Cancer_23"	"T5_a_g10"	"PDAC-Cancer"	"T5_a_23"	"T5_a_PDAC-Cancer_T5_a_23"
"T5_a_g11_Bcell_1"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_1"	"T5_a_g11"	"Bcell"	"T5_a_1"	"T5_a_Bcell_T5_a_1"
"T5_a_g11_Bcell_2"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_2"	"T5_a_g11"	"Bcell"	"T5_a_2"	"T5_a_Bcell_T5_a_2"
"T5_a_g11_Bcell_3"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_3"	"T5_a_g11"	"Bcell"	"T5_a_3"	"T5_a_Bcell_T5_a_3"
"T5_a_g11_Bcell_4"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_4"	"T5_a_g11"	"Bcell"	"T5_a_4"	"T5_a_Bcell_T5_a_4"
"T5_a_g11_Bcell_5"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_5"	"T5_a_g11"	"Bcell"	"T5_a_5"	"T5_a_Bcell_T5_a_5"
"T5_a_g11_Bcell_6"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_6"	"T5_a_g11"	"Bcell"	"T5_a_6"	"T5_a_Bcell_T5_a_6"
"T5_a_g11_Bcell_7"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_7"	"T5_a_g11"	"Bcell"	"T5_a_7"	"T5_a_Bcell_T5_a_7"
"T5_a_g11_Bcell_8"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_8"	"T5_a_g11"	"Bcell"	"T5_a_8"	"T5_a_Bcell_T5_a_8"
"T5_a_g11_Bcell_9"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_9"	"T5_a_g11"	"Bcell"	"T5_a_9"	"T5_a_Bcell_T5_a_9"
"T5_a_g11_Bcell_10"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_10"	"T5_a_g11"	"Bcell"	"T5_a_10"	"T5_a_Bcell_T5_a_10"
"T5_a_g11_Bcell_11"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_11"	"T5_a_g11"	"Bcell"	"T5_a_11"	"T5_a_Bcell_T5_a_11"
"T5_a_g11_Bcell_12"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_12"	"T5_a_g11"	"Bcell"	"T5_a_12"	"T5_a_Bcell_T5_a_12"
"T5_a_g11_Bcell_13"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_13"	"T5_a_g11"	"Bcell"	"T5_a_13"	"T5_a_Bcell_T5_a_13"
"T5_a_g11_Bcell_14"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_14"	"T5_a_g11"	"Bcell"	"T5_a_14"	"T5_a_Bcell_T5_a_14"
"T5_a_g11_Bcell_15"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_15"	"T5_a_g11"	"Bcell"	"T5_a_15"	"T5_a_Bcell_T5_a_15"
"T5_a_g11_Bcell_16"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_16"	"T5_a_g11"	"Bcell"	"T5_a_16"	"T5_a_Bcell_T5_a_16"
"T5_a_g11_Bcell_17"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_17"	"T5_a_g11"	"Bcell"	"T5_a_17"	"T5_a_Bcell_T5_a_17"
"T5_a_g11_Bcell_18"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_18"	"T5_a_g11"	"Bcell"	"T5_a_18"	"T5_a_Bcell_T5_a_18"
"T5_a_g11_Bcell_19"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_19"	"T5_a_g11"	"Bcell"	"T5_a_19"	"T5_a_Bcell_T5_a_19"
"T5_a_g11_Bcell_20"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_20"	"T5_a_g11"	"Bcell"	"T5_a_20"	"T5_a_Bcell_T5_a_20"
"T5_a_g11_Bcell_21"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_21"	"T5_a_g11"	"Bcell"	"T5_a_21"	"T5_a_Bcell_T5_a_21"
"T5_a_g11_Bcell_22"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_22"	"T5_a_g11"	"Bcell"	"T5_a_22"	"T5_a_Bcell_T5_a_22"
"T5_a_g11_Bcell_23"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g11_Bcell_23"	"T5_a_g11"	"Bcell"	"T5_a_23"	"T5_a_Bcell_T5_a_23"
"T5_a_g12_Stroma_2"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_2"	"T5_a_g12"	"Stroma"	"T5_a_2"	"T5_a_Stroma_T5_a_2"
"T5_a_g12_Stroma_3"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_3"	"T5_a_g12"	"Stroma"	"T5_a_3"	"T5_a_Stroma_T5_a_3"
"T5_a_g12_Stroma_6"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_6"	"T5_a_g12"	"Stroma"	"T5_a_6"	"T5_a_Stroma_T5_a_6"
"T5_a_g12_Stroma_7"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_7"	"T5_a_g12"	"Stroma"	"T5_a_7"	"T5_a_Stroma_T5_a_7"
"T5_a_g12_Stroma_11"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_11"	"T5_a_g12"	"Stroma"	"T5_a_11"	"T5_a_Stroma_T5_a_11"
"T5_a_g12_Stroma_12"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_12"	"T5_a_g12"	"Stroma"	"T5_a_12"	"T5_a_Stroma_T5_a_12"
"T5_a_g12_Stroma_14"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_14"	"T5_a_g12"	"Stroma"	"T5_a_14"	"T5_a_Stroma_T5_a_14"
"T5_a_g12_Stroma_15"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_15"	"T5_a_g12"	"Stroma"	"T5_a_15"	"T5_a_Stroma_T5_a_15"
"T5_a_g12_Stroma_16"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_16"	"T5_a_g12"	"Stroma"	"T5_a_16"	"T5_a_Stroma_T5_a_16"
"T5_a_g12_Stroma_18"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_18"	"T5_a_g12"	"Stroma"	"T5_a_18"	"T5_a_Stroma_T5_a_18"
"T5_a_g12_Stroma_19"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_19"	"T5_a_g12"	"Stroma"	"T5_a_19"	"T5_a_Stroma_T5_a_19"
"T5_a_g12_Stroma_20"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_20"	"T5_a_g12"	"Stroma"	"T5_a_20"	"T5_a_Stroma_T5_a_20"
"T5_a_g12_Stroma_21"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_21"	"T5_a_g12"	"Stroma"	"T5_a_21"	"T5_a_Stroma_T5_a_21"
"T5_a_g12_Stroma_22"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_22"	"T5_a_g12"	"Stroma"	"T5_a_22"	"T5_a_Stroma_T5_a_22"
"T5_a_g12_Stroma_23"	"PDAC_PseudoBulk_Slide_T5_a_metatable.txt"	1	"T5_a_g12_Stroma_23"	"T5_a_g12"	"Stroma"	"T5_a_23"	"T5_a_Stroma_T5_a_23"
"T6_b_g0_Bcell_1"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_1"	"T6_b_g0"	"Bcell"	"T6_b_1"	"T6_b_Bcell_T6_b_1"
"T6_b_g0_Bcell_2"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_2"	"T6_b_g0"	"Bcell"	"T6_b_2"	"T6_b_Bcell_T6_b_2"
"T6_b_g0_Bcell_3"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_3"	"T6_b_g0"	"Bcell"	"T6_b_3"	"T6_b_Bcell_T6_b_3"
"T6_b_g0_Bcell_4"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_4"	"T6_b_g0"	"Bcell"	"T6_b_4"	"T6_b_Bcell_T6_b_4"
"T6_b_g0_Bcell_5"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_5"	"T6_b_g0"	"Bcell"	"T6_b_5"	"T6_b_Bcell_T6_b_5"
"T6_b_g0_Bcell_6"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_6"	"T6_b_g0"	"Bcell"	"T6_b_6"	"T6_b_Bcell_T6_b_6"
"T6_b_g0_Bcell_7"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_7"	"T6_b_g0"	"Bcell"	"T6_b_7"	"T6_b_Bcell_T6_b_7"
"T6_b_g0_Bcell_8"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_8"	"T6_b_g0"	"Bcell"	"T6_b_8"	"T6_b_Bcell_T6_b_8"
"T6_b_g0_Bcell_9"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_9"	"T6_b_g0"	"Bcell"	"T6_b_9"	"T6_b_Bcell_T6_b_9"
"T6_b_g0_Bcell_10"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_10"	"T6_b_g0"	"Bcell"	"T6_b_10"	"T6_b_Bcell_T6_b_10"
"T6_b_g0_Bcell_11"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_11"	"T6_b_g0"	"Bcell"	"T6_b_11"	"T6_b_Bcell_T6_b_11"
"T6_b_g0_Bcell_12"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_12"	"T6_b_g0"	"Bcell"	"T6_b_12"	"T6_b_Bcell_T6_b_12"
"T6_b_g0_Bcell_13"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_13"	"T6_b_g0"	"Bcell"	"T6_b_13"	"T6_b_Bcell_T6_b_13"
"T6_b_g0_Bcell_14"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_14"	"T6_b_g0"	"Bcell"	"T6_b_14"	"T6_b_Bcell_T6_b_14"
"T6_b_g0_Bcell_15"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_15"	"T6_b_g0"	"Bcell"	"T6_b_15"	"T6_b_Bcell_T6_b_15"
"T6_b_g0_Bcell_16"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g0_Bcell_16"	"T6_b_g0"	"Bcell"	"T6_b_16"	"T6_b_Bcell_T6_b_16"
"T6_b_g1_Stroma_1"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_1"	"T6_b_g1"	"Stroma"	"T6_b_1"	"T6_b_Stroma_T6_b_1"
"T6_b_g1_Stroma_2"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_2"	"T6_b_g1"	"Stroma"	"T6_b_2"	"T6_b_Stroma_T6_b_2"
"T6_b_g1_Stroma_3"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_3"	"T6_b_g1"	"Stroma"	"T6_b_3"	"T6_b_Stroma_T6_b_3"
"T6_b_g1_Stroma_4"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_4"	"T6_b_g1"	"Stroma"	"T6_b_4"	"T6_b_Stroma_T6_b_4"
"T6_b_g1_Stroma_5"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_5"	"T6_b_g1"	"Stroma"	"T6_b_5"	"T6_b_Stroma_T6_b_5"
"T6_b_g1_Stroma_6"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_6"	"T6_b_g1"	"Stroma"	"T6_b_6"	"T6_b_Stroma_T6_b_6"
"T6_b_g1_Stroma_7"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_7"	"T6_b_g1"	"Stroma"	"T6_b_7"	"T6_b_Stroma_T6_b_7"
"T6_b_g1_Stroma_8"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_8"	"T6_b_g1"	"Stroma"	"T6_b_8"	"T6_b_Stroma_T6_b_8"
"T6_b_g1_Stroma_9"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_9"	"T6_b_g1"	"Stroma"	"T6_b_9"	"T6_b_Stroma_T6_b_9"
"T6_b_g1_Stroma_10"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_10"	"T6_b_g1"	"Stroma"	"T6_b_10"	"T6_b_Stroma_T6_b_10"
"T6_b_g1_Stroma_11"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_11"	"T6_b_g1"	"Stroma"	"T6_b_11"	"T6_b_Stroma_T6_b_11"
"T6_b_g1_Stroma_12"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_12"	"T6_b_g1"	"Stroma"	"T6_b_12"	"T6_b_Stroma_T6_b_12"
"T6_b_g1_Stroma_13"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_13"	"T6_b_g1"	"Stroma"	"T6_b_13"	"T6_b_Stroma_T6_b_13"
"T6_b_g1_Stroma_14"	"PDAC_PseudoBulk_Slide_T6_b_metatable.txt"	1	"T6_b_g1_Stroma_14"	"T6_b_g1"	"Stroma"	"T6_b_14"	"T6_b_Stroma_T6_b_14"
