"Sample"	"Cluster"	"CellType"	"fov"	"Sample_celltype_fov"
"g13_Stroma/Bcell_27"	"g13"	"Stroma/Bcell"	"27"	"g13_Stroma/Bcell_27"
"g13_Stroma/Bcell_28"	"g13"	"Stroma/Bcell"	"28"	"g13_Stroma/Bcell_28"
"g13_Stroma/Bcell_29"	"g13"	"Stroma/Bcell"	"29"	"g13_Stroma/Bcell_29"
"g13_Stroma/Bcell_30"	"g13"	"Stroma/Bcell"	"30"	"g13_Stroma/Bcell_30"
"g13_Stroma/Bcell_31"	"g13"	"Stroma/Bcell"	"31"	"g13_Stroma/Bcell_31"
"g14_14_1"	"g14"	"14"	"1"	"g14_14_1"
"g14_14_2"	"g14"	"14"	"2"	"g14_14_2"
"g14_14_3"	"g14"	"14"	"3"	"g14_14_3"
"g14_14_4"	"g14"	"14"	"4"	"g14_14_4"
"g14_14_5"	"g14"	"14"	"5"	"g14_14_5"
"g14_14_6"	"g14"	"14"	"6"	"g14_14_6"
"g14_14_7"	"g14"	"14"	"7"	"g14_14_7"
"g14_14_8"	"g14"	"14"	"8"	"g14_14_8"
"g14_14_9"	"g14"	"14"	"9"	"g14_14_9"
"g14_14_10"	"g14"	"14"	"10"	"g14_14_10"
"g14_14_11"	"g14"	"14"	"11"	"g14_14_11"
"g14_14_12"	"g14"	"14"	"12"	"g14_14_12"
"g14_14_13"	"g14"	"14"	"13"	"g14_14_13"
"g14_14_14"	"g14"	"14"	"14"	"g14_14_14"
"g14_14_15"	"g14"	"14"	"15"	"g14_14_15"
"g14_14_16"	"g14"	"14"	"16"	"g14_14_16"
"g14_14_17"	"g14"	"14"	"17"	"g14_14_17"
"g14_14_18"	"g14"	"14"	"18"	"g14_14_18"
"g14_14_19"	"g14"	"14"	"19"	"g14_14_19"
"g14_14_20"	"g14"	"14"	"20"	"g14_14_20"
"g14_14_21"	"g14"	"14"	"21"	"g14_14_21"
"g14_14_22"	"g14"	"14"	"22"	"g14_14_22"
"g14_14_23"	"g14"	"14"	"23"	"g14_14_23"
"g14_14_24"	"g14"	"14"	"24"	"g14_14_24"
"g14_14_25"	"g14"	"14"	"25"	"g14_14_25"
"g14_14_26"	"g14"	"14"	"26"	"g14_14_26"
"g14_14_27"	"g14"	"14"	"27"	"g14_14_27"
"g14_14_28"	"g14"	"14"	"28"	"g14_14_28"
"g14_14_29"	"g14"	"14"	"29"	"g14_14_29"
"g14_14_30"	"g14"	"14"	"30"	"g14_14_30"
"g14_14_31"	"g14"	"14"	"31"	"g14_14_31"
"g15_15_1"	"g15"	"15"	"1"	"g15_15_1"
"g15_15_2"	"g15"	"15"	"2"	"g15_15_2"
"g15_15_3"	"g15"	"15"	"3"	"g15_15_3"
"g15_15_4"	"g15"	"15"	"4"	"g15_15_4"
"g15_15_5"	"g15"	"15"	"5"	"g15_15_5"
"g15_15_6"	"g15"	"15"	"6"	"g15_15_6"
"g15_15_7"	"g15"	"15"	"7"	"g15_15_7"
"g15_15_8"	"g15"	"15"	"8"	"g15_15_8"
"g15_15_9"	"g15"	"15"	"9"	"g15_15_9"
"g15_15_10"	"g15"	"15"	"10"	"g15_15_10"
"g15_15_11"	"g15"	"15"	"11"	"g15_15_11"
"g15_15_12"	"g15"	"15"	"12"	"g15_15_12"
"g15_15_13"	"g15"	"15"	"13"	"g15_15_13"
"g15_15_14"	"g15"	"15"	"14"	"g15_15_14"
"g15_15_15"	"g15"	"15"	"15"	"g15_15_15"
"g15_15_16"	"g15"	"15"	"16"	"g15_15_16"
"g15_15_17"	"g15"	"15"	"17"	"g15_15_17"
"g15_15_18"	"g15"	"15"	"18"	"g15_15_18"
"g15_15_19"	"g15"	"15"	"19"	"g15_15_19"
"g15_15_20"	"g15"	"15"	"20"	"g15_15_20"
"g15_15_21"	"g15"	"15"	"21"	"g15_15_21"
"g15_15_22"	"g15"	"15"	"22"	"g15_15_22"
"g15_15_23"	"g15"	"15"	"23"	"g15_15_23"
"g15_15_24"	"g15"	"15"	"24"	"g15_15_24"
"g15_15_25"	"g15"	"15"	"25"	"g15_15_25"
"g15_15_26"	"g15"	"15"	"26"	"g15_15_26"
"g15_15_27"	"g15"	"15"	"27"	"g15_15_27"
"g15_15_28"	"g15"	"15"	"28"	"g15_15_28"
"g15_15_29"	"g15"	"15"	"29"	"g15_15_29"
"g15_15_30"	"g15"	"15"	"30"	"g15_15_30"
"g15_15_31"	"g15"	"15"	"31"	"g15_15_31"
"g16_16_2"	"g16"	"16"	"2"	"g16_16_2"
"g16_16_3"	"g16"	"16"	"3"	"g16_16_3"
"g16_16_4"	"g16"	"16"	"4"	"g16_16_4"
"g16_16_5"	"g16"	"16"	"5"	"g16_16_5"
"g16_16_6"	"g16"	"16"	"6"	"g16_16_6"
"g16_16_7"	"g16"	"16"	"7"	"g16_16_7"
"g16_16_8"	"g16"	"16"	"8"	"g16_16_8"
"g16_16_9"	"g16"	"16"	"9"	"g16_16_9"
"g16_16_10"	"g16"	"16"	"10"	"g16_16_10"
"g16_16_11"	"g16"	"16"	"11"	"g16_16_11"
"g16_16_12"	"g16"	"16"	"12"	"g16_16_12"
"g16_16_13"	"g16"	"16"	"13"	"g16_16_13"
"g16_16_14"	"g16"	"16"	"14"	"g16_16_14"
"g16_16_15"	"g16"	"16"	"15"	"g16_16_15"
"g16_16_16"	"g16"	"16"	"16"	"g16_16_16"
"g16_16_17"	"g16"	"16"	"17"	"g16_16_17"
"g16_16_18"	"g16"	"16"	"18"	"g16_16_18"
"g16_16_19"	"g16"	"16"	"19"	"g16_16_19"
"g16_16_20"	"g16"	"16"	"20"	"g16_16_20"
"g16_16_21"	"g16"	"16"	"21"	"g16_16_21"
"g16_16_22"	"g16"	"16"	"22"	"g16_16_22"
"g16_16_23"	"g16"	"16"	"23"	"g16_16_23"
"g16_16_24"	"g16"	"16"	"24"	"g16_16_24"
"g16_16_25"	"g16"	"16"	"25"	"g16_16_25"
"g16_16_26"	"g16"	"16"	"26"	"g16_16_26"
"g16_16_27"	"g16"	"16"	"27"	"g16_16_27"
"g16_16_28"	"g16"	"16"	"28"	"g16_16_28"
"g16_16_29"	"g16"	"16"	"29"	"g16_16_29"
"g16_16_30"	"g16"	"16"	"30"	"g16_16_30"
"g16_16_31"	"g16"	"16"	"31"	"g16_16_31"
